CustomerID,Name,Age,Gender,City,PurchaseAmount,SignupDate,Rating
95,Customer_95,43,Female,Delhi,2712.39,2023-04-05,2
96,Customer_96,42,Female,Bangalore,2863.43,2023-04-06,2
97,Customer_97,62,Male,Chennai,4219.48,2023-04-07,4
98,Customer_98,58,Female,Mumbai,537.1,2023-04-08,3
99,Customer_99,46,Female,Bangalore,2723.14,2023-04-09,4
100,Customer_100,32,Female,Unknown,1242.76,2023-04-10,2
101,Customer_101,62,Female,Hyderabad,1780.34,2023-04-11,2
102,Customer_102,18,Male,Bangalore,2712.39,2023-04-12,4
103,Customer_103,43,Female,Delhi,1840.01,2023-04-13,2
104,Customer_104,24,Female,Mumbai,3279.23,2023-04-14,2
105,Customer_105,26,Female,Mumbai,2449.95,2023-04-15,2
106,Customer_106,41,Male,Unknown,2962.58,2023-04-16,3
107,Customer_107,18,Male,Unknown,3710.43,2023-04-17,2
108,Customer_108,61,Male,Hyderabad,2832.94,2023-04-18,1
109,Customer_109,25,Male,Mumbai,2974.02,2023-04-19,2
110,Customer_110,43,Female,Delhi,2865.85,2023-04-20,3
111,Customer_111,28,Male,Mumbai,1955.99,2023-04-21,1
112,Customer_112,68,Female,Chennai,1753.49,2023-04-22,2
113,Customer_113,34,Female,Hyderabad,4508.27,2023-04-23,1
114,Customer_114,25,Male,Mumbai,3077.02,2023-04-24,2
115,Customer_115,52,Female,Bangalore,1297.33,2023-04-25,5
116,Customer_116,43,Male,Bangalore,2541.41,2023-04-26,1
117,Customer_117,50,Male,Mumbai,1718.71,2023-04-27,1
118,Customer_118,22,Female,Hyderabad,4675.09,2023-04-28,2
119,Customer_119,59,Female,Chennai,136.92,2023-04-29,2
120,Customer_120,56,Male,Mumbai,1204.13,2023-04-30,3
121,Customer_121,43,Female,Delhi,1890.25,2023-05-01,2
122,Customer_122,45,Male,Delhi,2490.27,2023-05-02,4
123,Customer_123,24,Female,Unknown,4269.01,2023-05-03,2
124,Customer_124,26,Male,Mumbai,530.65,2023-05-04,2
125,Customer_125,25,Female,Chennai,4048.74,2023-05-05,5
126,Customer_126,29,Female,Bangalore,372.7,2023-05-06,5
127,Customer_127,51,Female,Mumbai,4227.34,2023-05-07,2
128,Customer_128,50,Male,Mumbai,353.01,2023-05-08,5
129,Customer_129,65,Female,Unknown,189.39,2023-05-09,3
130,Customer_130,40,Female,Delhi,3515.11,2023-05-10,2
131,Customer_131,41,Female,Unknown,4986.55,2023-05-11,2
132,Customer_132,43,Female,Bangalore,4493.39,2023-05-12,5
133,Customer_133,52,Male,Hyderabad,2712.39,2023-05-13,2
134,Customer_134,61,Male,Unknown,4595.24,2023-05-14,2
135,Customer_135,43,Female,Mumbai,125.97,2023-05-15,1
136,Customer_136,39,Female,Delhi,4877.83,2023-05-16,2
137,Customer_137,44,Male,Mumbai,2504.67,2023-05-17,2
138,Customer_138,52,Female,Chennai,3642.19,2023-05-18,1
139,Customer_139,18,Female,Bangalore,4122.22,2023-05-19,5
140,Customer_140,52,Female,Hyderabad,3620.44,2023-05-20,1
141,Customer_141,54,Female,Mumbai,2721.68,2023-05-21,2
142,Customer_142,64,Male,Bangalore,2435.44,2023-05-22,2
143,Customer_143,31,Female,Bangalore,4209.05,2023-05-23,4
144,Customer_144,20,Female,Unknown,1104.88,2023-05-24,5
145,Customer_145,18,Female,Bangalore,4843.17,2023-05-25,2
146,Customer_146,22,Female,Chennai,3583.67,2023-05-26,2
147,Customer_147,43,Male,Delhi,1077.58,2023-05-27,5
148,Customer_148,31,Female,Chennai,3707.61,2023-05-28,3
149,Customer_149,56,Male,Bangalore,2696.22,2023-05-29,1
150,Customer_150,44,Male,Mumbai,3565.43,2023-05-30,2
151,Customer_151,26,Male,Delhi,3862.12,2023-05-31,3
152,Customer_152,32,Female,Unknown,527.72,2023-06-01,2
153,Customer_153,32,Female,Delhi,2579.91,2023-06-02,4
154,Customer_154,43,Female,Unknown,4666.87,2023-06-03,5
155,Customer_155,59,Male,Hyderabad,1671.15,2023-06-04,1
156,Customer_156,43,Female,Delhi,3010.03,2023-06-05,5
157,Customer_157,68,Female,Unknown,2712.39,2023-06-06,2
158,Customer_158,49,Male,Chennai,2325.91,2023-06-07,5
159,Customer_159,56,Female,Delhi,2788.16,2023-06-08,1
160,Customer_160,66,Female,Mumbai,2789.72,2023-06-09,2
161,Customer_161,43,Male,Mumbai,1088.48,2023-06-10,5
162,Customer_162,49,Female,Unknown,3454.4,2023-06-11,2
163,Customer_163,21,Male,Mumbai,530.55,2023-06-12,2
164,Customer_164,47,Female,Mumbai,780.24,2023-06-13,2
165,Customer_165,54,Female,Mumbai,113.28,2023-06-14,2
166,Customer_166,40,Female,Mumbai,671.81,2023-06-15,2
167,Customer_167,56,Female,Bangalore,2418.51,2023-06-16,4
168,Customer_168,62,Male,Bangalore,3069.9,2023-06-17,2
169,Customer_169,32,Male,Hyderabad,3992.02,2023-06-18,3
170,Customer_170,60,Male,Bangalore,622.83,2023-06-19,1
171,Customer_171,46,Female,Bangalore,4268.56,2023-06-20,3
172,Customer_172,53,Female,Chennai,3755.28,2023-06-21,5
173,Customer_173,43,Female,Hyderabad,2101.74,2023-06-22,4
174,Customer_174,49,Male,Unknown,4671.4,2023-06-23,3
175,Customer_175,24,Female,Bangalore,4955.55,2023-06-24,2
176,Customer_176,68,Male,Delhi,1104.51,2023-06-25,5
177,Customer_177,39,Female,Chennai,1958.22,2023-06-26,5
178,Customer_178,45,Male,Chennai,4639.6,2023-06-27,2
179,Customer_179,19,Female,Mumbai,3635.82,2023-06-28,3
180,Customer_180,59,Male,Unknown,335.66,2023-06-29,4
181,Customer_181,62,Male,Hyderabad,3929.42,2023-06-30,1
182,Customer_182,23,Female,Bangalore,4156.91,2023-07-01,3
183,Customer_183,45,Female,Mumbai,3777.46,2023-07-02,3
184,Customer_184,45,Male,Mumbai,4017.73,2023-07-03,2
185,Customer_185,61,Female,Bangalore,4143.15,2023-07-04,2
186,Customer_186,61,Female,Unknown,1013.38,2023-07-05,2
187,Customer_187,37,Female,Unknown,1254.89,2023-07-06,2
188,Customer_188,47,Male,Unknown,3205.42,2023-07-07,5
189,Customer_189,28,Male,Unknown,4548.54,2023-07-08,1
190,Customer_190,43,Male,Mumbai,1649.36,2023-07-09,2
191,Customer_191,42,Male,Unknown,2982.7,2023-07-10,4
192,Customer_192,56,Male,Mumbai,3446.61,2023-07-11,4
193,Customer_193,50,Male,Delhi,2314.55,2023-07-12,3
194,Customer_194,18,Female,Unknown,3597.53,2023-07-13,2
195,Customer_195,44,Male,Bangalore,4508.37,2023-07-14,4
196,Customer_196,69,Male,Mumbai,3158.1,2023-07-15,3
197,Customer_197,30,Female,Mumbai,2744.93,2023-07-16,1
198,Customer_198,58,Female,Bangalore,2249.85,2023-07-17,2
199,Customer_199,20,Male,Unknown,2929.68,2023-07-18,3
200,Customer_200,56,Male,Bangalore,1841.28,2023-07-19,5
201,Customer_201,23,Female,Mumbai,2018.26,2023-07-20,3
202,Customer_202,25,Male,Bangalore,2706.1,2023-07-21,2
203,Customer_203,43,Male,Mumbai,426.43,2023-07-22,1
204,Customer_204,26,Female,Mumbai,1222.22,2023-07-23,2
205,Customer_205,54,Female,Delhi,2759.96,2023-07-24,2
206,Customer_206,50,Male,Bangalore,2214.49,2023-07-25,5
207,Customer_207,68,Male,Mumbai,1730.8,2023-07-26,1
208,Customer_208,59,Female,Unknown,3679.69,2023-07-27,1
209,Customer_209,43,Female,Mumbai,3499.22,2023-07-28,1
210,Customer_210,41,Female,Chennai,916.98,2023-07-29,1
211,Customer_211,32,Female,Hyderabad,4405.28,2023-07-30,1
212,Customer_212,49,Male,Unknown,2527.58,2023-07-31,5
213,Customer_213,49,Female,Bangalore,3733.16,2023-08-01,3
214,Customer_214,41,Female,Bangalore,2908.44,2023-08-02,2
215,Customer_215,58,Female,Delhi,4988.69,2023-08-03,1
216,Customer_216,69,Male,Mumbai,3786.78,2023-08-04,3
217,Customer_217,66,Female,Delhi,3564.2,2023-08-05,3
218,Customer_218,66,Male,Mumbai,2712.39,2023-08-06,2
219,Customer_219,43,Female,Unknown,801.33,2023-08-07,5
220,Customer_220,29,Female,Delhi,1102.27,2023-08-08,2
221,Customer_221,56,Male,Delhi,3598.91,2023-08-09,4
222,Customer_222,19,Female,Chennai,2520.51,2023-08-10,3
223,Customer_223,20,Female,Mumbai,3797.71,2023-08-11,2
224,Customer_224,66,Female,Delhi,604.29,2023-08-12,2
225,Customer_225,54,Male,Chennai,2728.76,2023-08-13,2
226,Customer_226,66,Female,Bangalore,1956.23,2023-08-14,4
227,Customer_227,34,Female,Mumbai,2712.39,2023-08-15,3
228,Customer_228,66,Female,Unknown,2712.39,2023-08-16,5
229,Customer_229,19,Female,Delhi,2561.21,2023-08-17,4
230,Customer_230,19,Female,Hyderabad,2712.39,2023-08-18,3
231,Customer_231,45,Male,Bangalore,2483.15,2023-08-19,3
232,Customer_232,40,Female,Bangalore,2103.88,2023-08-20,1
233,Customer_233,43,Male,Bangalore,3882.22,2023-08-21,5
234,Customer_234,49,Male,Unknown,159.8,2023-08-22,1
235,Customer_235,43,Male,Chennai,3032.37,2023-08-23,2
236,Customer_236,18,Female,Bangalore,2870.99,2023-08-24,1
237,Customer_237,36,Female,Mumbai,3609.28,2023-08-25,1
238,Customer_238,43,Male,Delhi,3035.24,2023-08-26,4
239,Customer_239,61,Female,Delhi,4151.31,2023-08-27,2
240,Customer_240,43,Male,Hyderabad,4799.47,2023-08-28,3
241,Customer_241,49,Female,Unknown,1778.37,2023-08-29,5
242,Customer_242,23,Female,Bangalore,1214.02,2023-08-30,1
243,Customer_243,49,Female,Chennai,2175.62,2023-08-31,5
244,Customer_244,21,Male,Bangalore,2712.39,2023-09-01,2
245,Customer_245,28,Female,Bangalore,3113.26,2023-09-02,2
246,Customer_246,34,Male,Unknown,4568.08,2023-09-03,2
247,Customer_247,55,Male,Hyderabad,781.67,2023-09-04,2
248,Customer_248,41,Male,Bangalore,593.89,2023-09-05,1
249,Customer_249,22,Male,Mumbai,1354.48,2023-09-06,2
250,Customer_250,69,Male,Delhi,3657.87,2023-09-07,3
251,Customer_251,51,Male,Bangalore,3005.52,2023-09-08,2
252,Customer_252,23,Female,Hyderabad,600.84,2023-09-09,1
253,Customer_253,39,Male,Bangalore,4601.88,2023-09-10,5
254,Customer_254,28,Male,Chennai,2712.39,2023-09-11,2
255,Customer_255,65,Male,Mumbai,212.81,2023-09-12,2
256,Customer_256,33,Female,Mumbai,3291.7,2023-09-13,1
257,Customer_257,50,Male,Bangalore,3879.11,2023-09-14,2
258,Customer_258,26,Female,Unknown,1934.73,2023-09-15,5
259,Customer_259,23,Male,Unknown,2712.39,2023-09-16,2
260,Customer_260,33,Male,Bangalore,2712.39,2023-09-17,2
261,Customer_261,46,Female,Bangalore,610.81,2023-09-18,2
262,Customer_262,20,Female,Mumbai,4218.15,2023-09-19,5
263,Customer_263,43,Female,Hyderabad,2712.39,2023-09-20,1
264,Customer_264,53,Male,Bangalore,701.77,2023-09-21,3
265,Customer_265,36,Male,Delhi,1255.94,2023-09-22,2
266,Customer_266,43,Female,Unknown,911.05,2023-09-23,3
267,Customer_267,20,Male,Hyderabad,1012.97,2023-09-24,5
268,Customer_268,36,Male,Chennai,4203.7,2023-09-25,2
269,Customer_269,37,Female,Mumbai,1727.52,2023-09-26,2
270,Customer_270,49,Male,Bangalore,1626.08,2023-09-27,4
271,Customer_271,24,Female,Delhi,1214.24,2023-09-28,3
272,Customer_272,69,Female,Unknown,3078.68,2023-09-29,2
273,Customer_273,58,Female,Unknown,1958.6,2023-09-30,3
274,Customer_274,50,Female,Chennai,3746.82,2023-10-01,2
275,Customer_275,57,Female,Mumbai,1107.34,2023-10-02,1
276,Customer_276,56,Male,Delhi,3960.17,2023-10-03,2
277,Customer_277,35,Male,Hyderabad,3058.24,2023-10-04,3
278,Customer_278,57,Female,Delhi,659.91,2023-10-05,4
279,Customer_279,18,Female,Delhi,2131.07,2023-10-06,4
280,Customer_280,28,Male,Delhi,4331.24,2023-10-07,5
281,Customer_281,45,Female,Unknown,2712.39,2023-10-08,2
282,Customer_282,42,Male,Bangalore,2381.93,2023-10-09,3
283,Customer_283,67,Male,Unknown,2456.1,2023-10-10,5
284,Customer_284,40,Male,Bangalore,4600.43,2023-10-11,3
285,Customer_285,48,Female,Delhi,2712.39,2023-10-12,2
286,Customer_286,47,Male,Chennai,2712.39,2023-10-13,4
287,Customer_287,59,Male,Bangalore,2712.39,2023-10-14,1
288,Customer_288,52,Male,Chennai,1316.31,2023-10-15,4
289,Customer_289,43,Male,Bangalore,2930.4,2023-10-16,5
290,Customer_290,33,Female,Mumbai,911.02,2023-10-17,2
291,Customer_291,43,Female,Delhi,266.01,2023-10-18,1
292,Customer_292,65,Male,Unknown,1626.22,2023-10-19,5
293,Customer_293,69,Male,Unknown,3924.43,2023-10-20,2
294,Customer_294,66,Male,Chennai,2712.39,2023-10-21,1
295,Customer_295,43,Male,Bangalore,1178.48,2023-10-22,5
296,Customer_296,18,Male,Bangalore,1142.14,2023-10-23,2
297,Customer_297,65,Female,Unknown,2624.35,2023-10-24,4
298,Customer_298,29,Female,Unknown,4880.15,2023-10-25,2
299,Customer_299,22,Male,Bangalore,2349.05,2023-10-26,2
300,Customer_300,54,Female,Mumbai,2830.8,2023-10-27,3
