CustomerID,Name,Age,Gender,City,PurchaseAmount,SignupDate,Rating
149,Customer_149,56.0,M,bangalore,2696.22,2023-05-29,1.0
150,Customer_150,44.0,Male,MUMBAI,3565.43,2023-05-30,
151,Customer_151,26.0,M,Delhi,3862.12,2023-05-31,3.0
152,Customer_152,32.0,FEMALE,,527.72,2023-06-01,2.0
153,Customer_153,32.0,FEMALE,Delhi,2579.91,2023-06-02,4.0
154,Customer_154,43.0,FEMALE,,4666.87,2023-06-03,5.0
155,Customer_155,59.0,M,Hyderabad,1671.15,2023-06-04,1.0
156,Customer_156,,FEMALE,Delhi,3010.03,2023-06-05,5.0
157,Customer_157,68.0,F,,,2023-06-06,2.0
158,Customer_158,49.0,M,Chennai,2325.91,2023-06-07,5.0
159,Customer_159,56.0,FEMALE,Delhi,2788.16,2023-06-08,1.0
160,Customer_160,66.0,F,Mumbai,2789.72,2023-06-09,2.0
161,Customer_161,,male,MUMBAI,1088.48,2023-06-10,5.0
162,Customer_162,49.0,FEMALE,,3454.4,2023-06-11,
163,Customer_163,21.0,M,MUMBAI,530.55,2023-06-12,
164,Customer_164,47.0,Female,Mumbai,780.24,2023-06-13,2.0
165,Customer_165,54.0,FEMALE,Mumbai,113.28,2023-06-14,
166,Customer_166,40.0,Female,MUMBAI,671.81,2023-06-15,2.0
167,Customer_167,56.0,F,Bangalore,2418.51,2023-06-16,4.0
168,Customer_168,62.0,male,bangalore,3069.9,2023-06-17,
169,Customer_169,32.0,Male,Hyderabad,3992.02,2023-06-18,3.0
170,Customer_170,60.0,male,Bangalore,622.83,2023-06-19,1.0
171,Customer_171,46.0,FEMALE,Bangalore,4268.56,2023-06-20,3.0
172,Customer_172,53.0,Female,Chennai,3755.28,2023-06-21,5.0
173,Customer_173,,Female,Hyderabad,2101.74,2023-06-22,4.0
174,Customer_174,49.0,M,,4671.4,2023-06-23,3.0
175,Customer_175,24.0,Female,Bangalore,4955.55,2023-06-24,2.0
176,Customer_176,68.0,M,Delhi,1104.51,2023-06-25,5.0
177,Customer_177,39.0,F,Chennai,1958.22,2023-06-26,5.0
178,Customer_178,45.0,Male,Chennai,4639.6,2023-06-27,
179,Customer_179,19.0,FEMALE,Mumbai,3635.82,2023-06-28,3.0
180,Customer_180,59.0,M,,335.66,2023-06-29,4.0
181,Customer_181,62.0,Male,Hyderabad,3929.42,2023-06-30,1.0
182,Customer_182,23.0,Female,Bangalore,4156.91,2023-07-01,3.0
183,Customer_183,45.0,Female,Mumbai,3777.46,2023-07-02,3.0
184,Customer_184,45.0,Male,MUMBAI,4017.73,2023-07-03,
185,Customer_185,61.0,Female,bangalore,4143.15,2023-07-04,2.0
186,Customer_186,61.0,F,,1013.38,2023-07-05,
187,Customer_187,37.0,F,,1254.89,2023-07-06,
188,Customer_188,47.0,Male,,3205.42,2023-07-07,5.0
189,Customer_189,28.0,M,,4548.54,2023-07-08,1.0
190,Customer_190,,M,MUMBAI,1649.36,2023-07-09,2.0
191,Customer_191,42.0,Male,,2982.7,2023-07-10,4.0
192,Customer_192,56.0,M,MUMBAI,3446.61,2023-07-11,4.0
193,Customer_193,50.0,M,Delhi,2314.55,2023-07-12,3.0
194,Customer_194,18.0,F,,3597.53,2023-07-13,
195,Customer_195,44.0,M,bangalore,4508.37,2023-07-14,4.0
196,Customer_196,69.0,male,MUMBAI,3158.1,2023-07-15,3.0
197,Customer_197,30.0,FEMALE,MUMBAI,2744.93,2023-07-16,1.0
198,Customer_198,58.0,Female,bangalore,2249.85,2023-07-17,
199,Customer_199,20.0,male,,2929.68,2023-07-18,3.0
200,Customer_200,56.0,M,bangalore,1841.28,2023-07-19,5.0
201,Customer_201,23.0,F,MUMBAI,2018.26,2023-07-20,3.0
202,Customer_202,25.0,Male,bangalore,2706.1,2023-07-21,2.0
203,Customer_203,,M,MUMBAI,426.43,2023-07-22,1.0
204,Customer_204,26.0,F,MUMBAI,1222.22,2023-07-23,2.0
205,Customer_205,54.0,FEMALE,Delhi,2759.96,2023-07-24,2.0
206,Customer_206,50.0,M,Bangalore,2214.49,2023-07-25,5.0
207,Customer_207,68.0,Male,MUMBAI,1730.8,2023-07-26,1.0
208,Customer_208,59.0,F,,3679.69,2023-07-27,1.0
209,Customer_209,,F,Mumbai,3499.22,2023-07-28,1.0
210,Customer_210,41.0,F,Chennai,916.98,2023-07-29,1.0
211,Customer_211,32.0,FEMALE,Hyderabad,4405.28,2023-07-30,1.0
212,Customer_212,49.0,M,,2527.58,2023-07-31,5.0
213,Customer_213,49.0,FEMALE,Bangalore,3733.16,2023-08-01,3.0
214,Customer_214,41.0,Female,Bangalore,2908.44,2023-08-02,2.0
215,Customer_215,58.0,Female,Delhi,4988.69,2023-08-03,1.0
216,Customer_216,69.0,M,MUMBAI,3786.78,2023-08-04,3.0
217,Customer_217,66.0,FEMALE,Delhi,3564.2,2023-08-05,3.0
218,Customer_218,66.0,Male,MUMBAI,,2023-08-06,2.0
219,Customer_219,,F,,801.33,2023-08-07,5.0
220,Customer_220,29.0,F,Delhi,1102.27,2023-08-08,
221,Customer_221,56.0,M,Delhi,3598.91,2023-08-09,4.0
222,Customer_222,19.0,Female,Chennai,2520.51,2023-08-10,3.0
223,Customer_223,20.0,Female,Mumbai,3797.71,2023-08-11,
224,Customer_224,66.0,F,Delhi,604.29,2023-08-12,
225,Customer_225,54.0,M,Chennai,2728.76,2023-08-13,2.0
226,Customer_226,66.0,FEMALE,bangalore,1956.23,2023-08-14,4.0
227,Customer_227,34.0,Female,Mumbai,,2023-08-15,3.0
228,Customer_228,66.0,FEMALE,,,2023-08-16,5.0
229,Customer_229,19.0,Female,Delhi,2561.21,2023-08-17,4.0
230,Customer_230,19.0,Female,Hyderabad,,2023-08-18,3.0
231,Customer_231,45.0,male,Bangalore,2483.15,2023-08-19,3.0
232,Customer_232,40.0,Female,bangalore,2103.88,2023-08-20,1.0
233,Customer_233,,Male,bangalore,3882.22,2023-08-21,5.0
234,Customer_234,49.0,M,,159.8,2023-08-22,1.0
235,Customer_235,,M,Chennai,3032.37,2023-08-23,2.0
236,Customer_236,18.0,FEMALE,bangalore,2870.99,2023-08-24,1.0
237,Customer_237,36.0,Female,Mumbai,3609.28,2023-08-25,1.0
238,Customer_238,,Male,Delhi,3035.24,2023-08-26,4.0
239,Customer_239,61.0,FEMALE,Delhi,4151.31,2023-08-27,
240,Customer_240,43.0,male,Hyderabad,4799.47,2023-08-28,3.0
241,Customer_241,49.0,FEMALE,,1778.37,2023-08-29,5.0
242,Customer_242,23.0,FEMALE,Bangalore,1214.02,2023-08-30,1.0
243,Customer_243,49.0,Female,Chennai,2175.62,2023-08-31,5.0
244,Customer_244,21.0,male,Bangalore,,2023-09-01,
245,Customer_245,28.0,FEMALE,bangalore,3113.26,2023-09-02,
246,Customer_246,34.0,Male,,4568.08,2023-09-03,
247,Customer_247,55.0,Male,Hyderabad,781.67,2023-09-04,2.0
248,Customer_248,41.0,M,Bangalore,593.89,2023-09-05,1.0
249,Customer_249,22.0,male,Mumbai,1354.48,2023-09-06,
250,Customer_250,69.0,male,Delhi,3657.87,2023-09-07,3.0
251,Customer_251,51.0,M,bangalore,3005.52,2023-09-08,2.0
252,Customer_252,23.0,FEMALE,Hyderabad,600.84,2023-09-09,1.0
253,Customer_253,39.0,male,Bangalore,4601.88,2023-09-10,5.0
254,Customer_254,28.0,Male,Chennai,,2023-09-11,2.0
255,Customer_255,65.0,Male,Mumbai,212.81,2023-09-12,2.0
256,Customer_256,33.0,Female,Mumbai,3291.7,2023-09-13,1.0
257,Customer_257,50.0,male,Bangalore,3879.11,2023-09-14,
258,Customer_258,26.0,FEMALE,,1934.73,2023-09-15,5.0
259,Customer_259,23.0,M,,,2023-09-16,
260,Customer_260,33.0,M,bangalore,,2023-09-17,2.0
261,Customer_261,46.0,FEMALE,Bangalore,610.81,2023-09-18,
262,Customer_262,20.0,F,Mumbai,4218.15,2023-09-19,5.0
263,Customer_263,,Female,Hyderabad,,2023-09-20,1.0
264,Customer_264,53.0,M,Bangalore,701.77,2023-09-21,3.0
265,Customer_265,36.0,male,Delhi,1255.94,2023-09-22,2.0
266,Customer_266,43.0,Female,,911.05,2023-09-23,3.0
267,Customer_267,20.0,male,Hyderabad,1012.97,2023-09-24,5.0
268,Customer_268,36.0,Male,Chennai,4203.7,2023-09-25,2.0
269,Customer_269,37.0,Female,MUMBAI,1727.52,2023-09-26,
270,Customer_270,49.0,M,Bangalore,1626.08,2023-09-27,4.0
271,Customer_271,24.0,Female,Delhi,1214.24,2023-09-28,3.0
272,Customer_272,69.0,Female,,3078.68,2023-09-29,2.0
273,Customer_273,58.0,Female,,1958.6,2023-09-30,3.0
274,Customer_274,50.0,F,Chennai,3746.82,2023-10-01,2.0
275,Customer_275,57.0,Female,Mumbai,1107.34,2023-10-02,1.0
276,Customer_276,56.0,male,Delhi,3960.17,2023-10-03,
277,Customer_277,35.0,Male,Hyderabad,3058.24,2023-10-04,3.0
278,Customer_278,57.0,FEMALE,Delhi,659.91,2023-10-05,4.0
279,Customer_279,18.0,Female,Delhi,2131.07,2023-10-06,4.0
280,Customer_280,28.0,M,Delhi,4331.24,2023-10-07,5.0
281,Customer_281,45.0,Female,,,2023-10-08,2.0
282,Customer_282,42.0,M,bangalore,2381.93,2023-10-09,3.0
283,Customer_283,67.0,male,,2456.1,2023-10-10,5.0
284,Customer_284,40.0,M,Bangalore,4600.43,2023-10-11,3.0
285,Customer_285,48.0,FEMALE,Delhi,,2023-10-12,2.0
286,Customer_286,47.0,Male,Chennai,,2023-10-13,4.0
287,Customer_287,59.0,M,Bangalore,,2023-10-14,1.0
288,Customer_288,52.0,M,Chennai,1316.31,2023-10-15,4.0
289,Customer_289,,Male,Bangalore,2930.4,2023-10-16,5.0
290,Customer_290,33.0,FEMALE,Mumbai,911.02,2023-10-17,
291,Customer_291,43.0,Female,Delhi,266.01,2023-10-18,1.0
292,Customer_292,65.0,M,,1626.22,2023-10-19,5.0
293,Customer_293,69.0,Male,,3924.43,2023-10-20,2.0
294,Customer_294,66.0,male,Chennai,,2023-10-21,1.0
295,Customer_295,,Male,Bangalore,1178.48,2023-10-22,5.0
296,Customer_296,18.0,male,Bangalore,1142.14,2023-10-23,2.0
297,Customer_297,65.0,FEMALE,,2624.35,2023-10-24,4.0
298,Customer_298,29.0,Female,,4880.15,2023-10-25,
299,Customer_299,22.0,Male,bangalore,2349.05,2023-10-26,2.0
300,Customer_300,54.0,F,MUMBAI,2830.8,2023-10-27,3.0
190,Customer_190,,M,MUMBAI,1649.36,2023-07-09,2.0
124,Customer_124,26.0,Male,MUMBAI,530.65,2023-05-04,2.0
186,Customer_186,61.0,F,,1013.38,2023-07-05,
214,Customer_214,41.0,Female,Bangalore,2908.44,2023-08-02,2.0
107,Customer_107,18.0,Male,,3710.43,2023-04-17,
128,Customer_128,50.0,male,MUMBAI,353.01,2023-05-08,5.0
177,Customer_177,39.0,F,Chennai,1958.22,2023-06-26,5.0
74,Customer_74,46.0,M,MUMBAI,514.13,2023-03-15,5.0
276,Customer_276,56.0,male,Delhi,3960.17,2023-10-03,
243,Customer_243,49.0,Female,Chennai,2175.62,2023-08-31,5.0
267,Customer_267,20.0,male,Hyderabad,1012.97,2023-09-24,5.0
148,Customer_148,31.0,FEMALE,Chennai,3707.61,2023-05-28,3.0
300,Customer_300,54.0,F,MUMBAI,2830.8,2023-10-27,3.0
59,Customer_59,24.0,FEMALE,Chennai,2788.71,2023-02-28,3.0
123,Customer_123,24.0,FEMALE,,4269.01,2023-05-03,2.0
